# Darya core lexicon - B2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
2607|هلدینگ|huldīng|noun|formal|holding company|این هلدینگ در بخش‌های مختلف اقتصادی فعال است.|īn huldīng dar bakhsh-hā-yi mukhtalif-i iqtisādī fa'āl ast.|This holding company is active in various economic sectors.|Work & Business|
2608|صندوق بازنشستگی|sandūq-i bāznishastagī|noun|formal|pension fund|صندوق بازنشستگی با بحران مالی روبرو است.|sandūq-i bāznishastagī bā buhrān-i mālī rūbarū ast.|The pension fund is facing a financial crisis.|Abstract Concepts|
2609|بازپرداخت|bāzpardākht|noun|formal|repayment|بازپرداخت این وام ده ساله است.|bāzpardākht-i īn wām dah-sāla ast.|The repayment of this loan is ten years.|Abstract Concepts|
2610|دوره تنفس|dawa-i tanaffus|noun|formal|grace period|این وام دارای شش ماه دوره تنفس است.|īn wām dārā-yi shish māh dawa-i tanaffus ast.|This loan has a six-month grace period.|Abstract Concepts|
2611|خالص ارزش دارایی|khālis-i arzish-i dārāyī|noun|formal|net asset value (NAV)|خالص ارزش دارایی‌های صندوق افزایش یافته است.|khālis-i arzish-i dārāyī-hā-yi sandūq afzāyish yāfta ast.|The fund's net asset value has increased.|Abstract Concepts|
2612|بازار خرسی|bāzār-i khirsī|noun|spoken|bear market|در بازار خرسی، سرمایه‌گذاران با احتیاط عمل می‌کنند.|dar bāzār-i khirsī, sarmāya-guzārān bā ihtiyāt 'amal mēkunand.|In a bear market, investors act with caution.|Work & Business|
2613|بازار گاوی|bāzār-i gāwī|noun|spoken|bull market|سهامداران در بازار گاوی سود زیادی به دست آوردند.|sahāmdārān dar bāzār-i gāwī sūd-i ziyādī ba dast āwardand.|Shareholders made a lot of profit in the bull market.|Work & Business|
2614|عرضه اولیه سهام|'arza-i awwaliya-i sahām|noun|formal|initial public offering (IPO)|عرضه اولیه سهام این شرکت بسیار موفق بود.|'arza-i awwaliya-i sahām-i īn shirkat bisyār muwaffaq būd.|The IPO of this company was very successful.|Society & Politics|
2615|حسابرسی داخلی|hisābrasī-yi dākhilī|noun|formal|internal audit|بخش حسابرسی داخلی هر ماه گزارش می‌دهد.|bakhsh-i hisābrasī-yi dākhilī har māh guzārish mēdihad.|The internal audit department reports every month.|Abstract Concepts|
2616|ارزیابی عملکرد|arzyābī-yi 'amalkard|noun|formal|performance evaluation|ارزیابی عملکرد کارمندان به صورت سالانه انجام می‌شود.|arzyābī-yi 'amalkard-i kārmandān ba sūrat-i sālāna anjām mēshawad.|Employee performance evaluation is done annually.|Abstract Concepts|
2617|جریان نقدینگی|jarayān-i naqdīnagī|noun|formal|cash flow|مدیریت جریان نقدینگی برای بقای شرکت حیاتی است.|mudīriyat-i jarayān-i naqdīnagī barā-yi baqā-yi shirkat hayātī ast.|Cash flow management is vital for the company's survival.|Money & Finance|
2618|پته گمرکی|pata-i gumrukī|noun|formal|customs clearance document|بدون پته گمرکی کالا از مرز عبور نمی‌کند.|bidūn-i pata-i gumrukī kālā az marz 'ubūr namēkunad.|Without a customs clearance document, goods do not cross the border.|Abstract Concepts|
2619|حق‌العمل‌کار|haqq-ul-'amal-kār|noun|formal|commission agent/broker|حق‌العمل‌کار درصدی از فروش را برمی‌دارد.|haqq-ul-'amal-kār darsadī az furōsh rā barmēdārad.|The commission agent takes a percentage of the sales.|Abstract Concepts|
2620|بورس کالا|būrs-i kālā|noun|formal|commodity exchange|قیمت فلزات در بورس کالا تعیین می‌شود.|qīmat-i filizzāt dar būrs-i kālā ta'yīn mēshawad.|Metal prices are determined in the commodity exchange.|Abstract Concepts|
2621|کمیته حسابرسی|kumīta-i hisābrasī|noun|formal|audit committee|کمیته حسابرسی مسئول نظارت بر امور مالی است.|kumīta-i hisābrasī mas'ūl-i nizārat bar umūr-i mālī ast.|The audit committee is responsible for financial oversight.|Abstract Concepts|
2622|بانکداری الکترونیک|bānkdārī-yi iliktrōnīk|noun|formal|electronic banking|استفاده از خدمات بانکداری الکترونیک رو به افزایش است.|istifāda az khadamāt-i bānkdārī-yi iliktrōnīk rū ba afzāyish ast.|The use of electronic banking services is increasing.|Abstract Concepts|
2623|بانکداری اسلامی|bānkdārī-yi islāmī|noun|formal|Islamic banking|بانکداری اسلامی مبتنی بر حذف ربا است.|bānkdārī-yi islāmī mubtanī bar hazf-i ribā ast.|Islamic banking is based on the elimination of usury.|Abstract Concepts|
2624|مشارکت مدنی|mushārakat-i madanī|noun|formal|civil partnership/joint venture|این دو شرکت یک قرارداد مشارکت مدنی امضا کردند.|īn dū shirkat yak qarārdād-i mushārakat-i madanī imzā kardand.|These two companies signed a joint venture agreement.|Abstract Concepts|
2625|مضاربه|muzāraba|noun|formal|Mudarabah (profit sharing)|بانک از طریق قرارداد مضاربه سرمایه را تامین می‌کند.|bānk az tarīq-i qarārdād-i muzāraba sarmāya rā ta'mīn mēkunad.|The bank provides capital through a Mudarabah contract.|Abstract Concepts|
2626|تعویق|ta'wīq|noun|formal|deferment/delay|بانک با تعویق پرداخت اقساط موافقت کرد.|bānk bā ta'wīq-i pardākht-i aqsāt muwāfiqat kard.|The bank agreed to the deferment of installment payments.|Abstract Concepts|
2627|جریمه دیرکرد|jarīma-i dērkard|noun|formal|late payment penalty|اگر قسط را به موقع ندهید، جریمه دیرکرد می‌پردازید.|agar qist rā ba mawqi' nadihēd, jarīma-i dērkard mēpardāzēd.|If you don't pay the installment on time, you pay a late fee.|Time & Calendar|
2628|صورتحساب بانکی|sūrat-hisāb-i bānkī|noun|formal|bank statement|برای گرفتن ویزا به صورتحساب بانکی نیاز دارید.|barā-yi giriftan-i wīzā ba sūrat-hisāb-i bānkī niyāz dārēd.|You need a bank statement to get a visa.|Money & Finance|
2629|حساب جاری|hisāb-i jārī|noun|formal|current account/checking account|دسته چک فقط به حساب جاری تعلق می‌گیرد.|dasta-chak faqat ba hisāb-i jārī ta'alluq mēgīrad.|A checkbook is only issued for a current account.|Abstract Concepts|
2630|حساب پس‌انداز|hisāb-i pas-andāz|noun|formal|savings account|او بخشی از حقوقش را در حساب پس‌انداز می‌گذارد.|ū bakhshī az huqūq-ash rā dar hisāb-i pas-andāz mēguzārad.|He puts part of his salary into a savings account.|Abstract Concepts|
2631|پشت‌نویسی|pusht-niwīsī|noun|formal|endorsement (of a check)|چک نیاز به پشت‌نویسی و امضا دارد.|chak niyāz ba pusht-niwīsī wa imzā dārad.|The check requires endorsement and signature.|Abstract Concepts|
2632|سفته|sufta|noun|formal|promissory note|شرکت از کارمندان جدید سفته حسن انجام کار می‌گیرد.|shirkat az kārmandān-i jadīd sufta-i husn-i anjām-i kār mēgīrad.|The company takes a promissory note for good performance from new employees.|Abstract Concepts|
2633|بورس‌بازی|būrs-bāzī|noun|formal|speculation (stock market)|بورس‌بازی ریسک مالی بالایی دارد.|būrs-bāzī rīsk-i mālī-yi bālāyī dārad.|Stock market speculation carries high financial risk.|Work & Business|
2634|نرخ برابری ارز|nirkh-i barābarī-yi arz|noun|formal|exchange rate parity|نرخ برابری ارز هر روز توسط بانک مرکزی اعلام می‌شود.|nirkh-i barābarī-yi arz har rōz tawassut-i bānk-i markazī i'lām mēshawad.|The exchange rate parity is announced daily by the central bank.|Abstract Concepts|
2635|ارزش اسمی|arzish-i ismī|noun|formal|nominal value|ارزش اسمی این سهم صد افغانی است.|arzish-i ismī-yi īn sahm sad afghānī ast.|The nominal value of this share is one hundred Afghanis.|Abstract Concepts|
2636|سود مرکب|sūd-i murakkab|noun|formal|compound interest|سرمایه‌گذاری بلندمدت از مزیت سود مرکب برخوردار است.|sarmāya-guzārī-yi buland-muddat az maziyat-i sūd-i murakkab barkhurdār ast.|Long-term investing benefits from compound interest.|Abstract Concepts|
2637|اقتصاد دانش‌بنیان|iqtisād-i dānish-bunyān|noun|formal|knowledge-based economy|گذار به اقتصاد دانش‌بنیان ضروری است.|guzār ba iqtisād-i dānish-bunyān zarūrī ast.|Transition to a knowledge-based economy is essential.|Money & Finance|
2638|صنعتگری|san'atgarī|noun|formal|craftsmanship/industry|توسعه صنعتگری باعث ایجاد شغل می‌شود.|tawsia-i san'atgarī bā'is-i ījād-i shughl mēshawad.|The development of industry creates jobs.|Work & Business|
2639|کمیته راهبری|kumīta-i rāhbarī|noun|formal|steering committee|کمیته راهبری پروژه تصمیم نهایی را گرفت.|kumīta-i rāhbarī-yi purōzha tasmīm-i nahāyī rā girift.|The project's steering committee made the final decision.|Abstract Concepts|
2640|خط اعتباری|khatt-i i'tibārī|noun|formal|line of credit|بانک یک خط اعتباری جدید برای تاجران باز کرد.|bānk yak khatt-i i'tibārī-yi jadīd barā-yi tājirān bāz kard.|The bank opened a new line of credit for merchants.|Abstract Concepts|
2641|مشتری‌مداری|mushtarī-madārī|noun|formal|customer orientation|اصل اول در این شرکت مشتری‌مداری است.|asl-i awwal dar īn shirkat mushtarī-madārī ast.|The first principle in this company is customer orientation.|Abstract Concepts|
2642|سبد مصرفی|sabad-i masrafī|noun|formal|consumer basket|کالاهای اساسی بخش بزرگی از سبد مصرفی خانوار را تشکیل می‌دهند.|kālā-hā-yi asāsī bakhsh-i buzurgī az sabad-i masrafī-yi khānawār rā tashkīl mēdihand.|Basic goods make up a large part of the household consumer basket.|Abstract Concepts|
2643|پنهان‌کاری مالی|pinhān-kārī-yi mālī|noun|formal|financial concealment/secrecy|پنهان‌کاری مالی در شرکت‌های دولتی جرم است.|pinhān-kārī-yi mālī dar shirkat-hā-yi dawlatī jurm ast.|Financial secrecy in state-owned enterprises is a crime.|Abstract Concepts|
2644|تراز پرداخت‌های خارجی|tarāz-i pardākht-hā-yi khārijī|noun|formal|balance of external payments|بهبود تراز پرداخت‌های خارجی نشانگر قدرت اقتصادی است.|bihbūd-i tarāz-i pardākht-hā-yi khārijī nishāngar-i qudrat-i iqtisādī ast.|Improvement in the balance of external payments indicates economic strength.|Abstract Concepts|
2645|استراتژی قیمت‌گذاری|istrātēzhī-yi qīmat-guzārī|noun|formal|pricing strategy|شرکت در حال بازنگری استراتژی قیمت‌گذاری خود است.|shirkat dar hāl-i bāznigarī-yi istrātēzhī-yi qīmat-guzārī-yi khud ast.|The company is reviewing its pricing strategy.|Abstract Concepts|
2646|آزادسازی اقتصادی|āzād-sāzī-yi iqtisādī|noun|formal|economic liberalization|آزادسازی اقتصادی می‌تواند سرمایه‌گذاری خارجی را جذب کند.|āzād-sāzī-yi iqtisādī mētawānad sarmāya-guzārī-yi khārijī rā jazb kunad.|Economic liberalization can attract foreign investment.|Abstract Concepts|
2647|رشد اقتصادی|rushd-i iqtisādī|noun|formal|economic growth|نرخ رشد اقتصادی امسال مثبت بود.|nirkh-i rushd-i iqtisādī imsāl musbat būd.|The economic growth rate was positive this year.|Abstract Concepts|
2648|صندوق ضمانت صادرات|sandūq-i zamānat-i sādirāt|noun|formal|export guarantee fund|صندوق ضمانت صادرات ریسک تاجران را پوشش می‌دهد.|sandūq-i zamānat-i sādirāt rīsk-i tājirān rā pōshish mēdihad.|The export guarantee fund covers merchants' risks.|Abstract Concepts|
2649|صادرات مجدد|sādirāt-i mujaddad|noun|formal|re-export|بندر دبی مرکز اصلی صادرات مجدد در منطقه است.|bandar-i dubay markaz-i aslī-yi sādirāt-i mujaddad dar mantiqa ast.|The port of Dubai is the main re-export hub in the region.|Abstract Concepts|
2650|پیمان تجارت آزاد|paymān-i tijārat-i āzād|noun|formal|free trade agreement|دو کشور پیمان تجارت آزاد امضا کردند.|dū kishwar paymān-i tijārat-i āzād imzā kardand.|The two countries signed a free trade agreement.|Work & Business|
2651|قاچاق ارز|qāchāq-i arz|noun|formal|currency smuggling|نیروهای امنیتی مانع از قاچاق ارز به خارج شدند.|nērū-hā-yi amnyatī māni' az qāchāq-i arz ba khārij shudand.|Security forces prevented currency smuggling abroad.|Abstract Concepts|
2652|کارت اعتباری|kārt-i i'tibārī|noun|formal|credit card|بسیاری از مردم خریدهای خود را با کارت اعتباری انجام می‌دهند.|bisyārī az mardum kharīd-hā-yi khud rā bā kārt-i i'tibārī anjām mēdihand.|Many people make their purchases with a credit card.|Abstract Concepts|
2653|کارت نقدی|kārt-i naqdī|noun|formal|debit card|برای برداشت از خودپرداز به کارت نقدی نیاز دارید.|barā-yi bardāsht az khud-pardāz ba kārt-i naqdī niyāz dārēd.|You need a debit card to withdraw from the ATM.|Abstract Concepts|
