# Darya core lexicon - A2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
1164|به شرطی که|ba shartē ki|conjunction|neutral|provided that|می‌آیم به شرطی که زود برگردیم.|mēāyam ba shartē ki zūd bargardēm.|I will come provided that we return early.|Grammar & Connectors|
1165|مگر اینکه|magar īnki|conjunction|formal|unless|نمی‌روم مگر اینکه او بیاید.|namērawam magar īnki ō biyāyad.|I will not go unless he comes.|Grammar & Connectors|
1166|چنانچه|chunānchi|conjunction|formal|in case/if|چنانچه باران ببارد، نمی‌رویم.|chunānchi bārān bibārad, namērawēm.|In case it rains, we will not go.|Grammar & Connectors|
1167|خواه... خواه|khāh... khāh|conjunction|formal|whether... or|خواه بیایی خواه نیایی، من می‌روم.|khāh biyāyī khāh nayāyī, man mērawam.|Whether you come or not, I will go.|Grammar & Connectors|
1168|نه تنها... بلکه|na tanhā... balki|conjunction|formal|not only... but also|نه تنها زرنگ است بلکه مهربان هم است.|na tanhā zirang ast balki mihrabān ham ast.|Not only is he smart but also kind.|Grammar & Connectors|
1169|هم... هم|ham... ham|conjunction|neutral|both... and|هم علی و هم احمد آمدند.|ham alī wa ham ahmad āmadand.|Both Ali and Ahmad came.|Grammar & Connectors|
1170|از این رو|az īn rō|conjunction|formal|hence|از این رو، کار را تمام کردیم.|az īn rō, kār rā tamām kardēm.|Hence, we finished the work.|Grammar & Connectors|
1171|بدین ترتیب|bidīn tartīb|conjunction|formal|thus|بدین ترتیب، مشکل حل شد.|bidīn tartīb, mushkil hal shud.|Thus, the problem was solved.|Grammar & Connectors|
1172|به همین دلیل|ba hamīn dalēl|conjunction|neutral|for this reason|به همین دلیل دیر آمدم.|ba hamīn dalēl dēr āmadam.|For this reason I came late.|Grammar & Connectors|
1173|با این وجود|bā īn wujūd|conjunction|formal|nevertheless|با این وجود، او تلاش کرد.|bā īn wujūd, ō talāsh kard.|Nevertheless, he tried.|Grammar & Connectors|
1174|از آنجایی که|az ānjāyē ki|conjunction|formal|since/as|از آنجایی که هوا سرد است، لباس گرم بپوش.|az ānjāyē ki hawā sard ast, libās-i garm bipōsh.|Since the weather is cold, wear warm clothes.|Grammar & Connectors|
1175|همانطور که|hamāntawr ki|conjunction|neutral|just as|همانطور که گفتم، او نیامد.|hamāntawr ki guftam, ō nayāmad.|Just as I said, he didn't come.|Grammar & Connectors|
1176|طوری که|tawrē ki|conjunction|neutral|in such a way that|طوری که به نظر می‌رسد، او بیمار است.|tawrē ki ba nazar mērasad, ō bēmār ast.|The way it seems, he is sick.|Travel & Transportation|
1177|به طوری که|ba tawrē ki|conjunction|formal|so that|آهسته صحبت کن به طوری که بیدار نشود.|āhista suhbat kun ba tawrē ki bēdār nashawad.|Speak softly so that he doesn't wake up.|Grammar & Connectors|
1178|زیرا|zērā|conjunction|formal|because|او نیامد زیرا مریض بود.|ō nayāmad zērā marēz būd.|He didn't come because he was sick.|Grammar & Connectors|
1179|چونکه|chūnki|conjunction|neutral|because|چونکه وقت نداشتم، نرفتم.|chūnki waqt nadāshtam, naraftam.|Because I didn't have time, I didn't go.|Grammar & Connectors|
1180|پنجره|panjara|noun|neutral|window|پنجره را باز کن.|panjara rā bāz kun.|Open the window.|Home & Furniture|
1181|صندلی|sandalī|noun|neutral|chair|روی صندلی نشست.|rō-yi sandalī nishast.|He sat on the chair.|Home & Furniture|چوکی
1182|فرش|farsh|noun|neutral|carpet/rug|فرش جدید خریدم.|farsh-i jadīd kharīdam.|I bought a new carpet.|Home & Furniture|قالین
1183|پتو|patū|noun|neutral|blanket|هوا سرد است، پتو بیاور.|hawā sard ast, patū biyāwar.|It is cold, bring a blanket.|Abstract Concepts|کمپل
1184|بالشت|bālisht|noun|neutral|pillow|بالشت نرم است.|bālisht narm ast.|The pillow is soft.|Abstract Concepts|
1185|یخچال|yakhchāl|noun|neutral|refrigerator|آب در یخچال است.|āb dar yakhchāl ast.|The water is in the refrigerator.|Abstract Concepts|
1186|اجاق|ujāq|noun|neutral|stove|غذا روی اجاق است.|ghazā rō-yi ujāq ast.|The food is on the stove.|Abstract Concepts|
1187|لیوان|lēwān|noun|neutral|glass/cup|یک لیوان آب بده.|yak lēwān āb bidi.|Give me a glass of water.|Clothing & Fashion|گیلاس
1188|فنجان|finjān|noun|neutral|cup|یک فنجان چای.|yak finjān chāy.|A cup of tea.|Abstract Concepts|پیاله
1189|صابون|sābūn|noun|neutral|soap|دست‌ها را با صابون شستم.|dast-hā rā bā sābūn shustam.|I washed my hands with soap.|Abstract Concepts|
1190|حوله|hawla|noun|neutral|towel|حوله کجاست؟|hawla kujāst?|Where is the towel?|Abstract Concepts|روی‌پاک
1191|مسواک|miswāk|noun|neutral|toothbrush|مسواک زدن مهم است.|miswāk zadan muhimm ast.|Brushing teeth is important.|Abstract Concepts|برس دندان
1192|خمیردندان|khamīr-dandān|noun|neutral|toothpaste|خمیردندان تمام شد.|khamīr-dandān tamām shud.|The toothpaste ran out.|Abstract Concepts|کریم دندان
1193|آینه|āyina|noun|neutral|mirror|در آینه نگاه کرد.|dar āyina nigāh kard.|He looked in the mirror.|Home & Furniture|آیینه
1194|شامپو|shāmpū|noun|neutral|shampoo|شامپو خریدم.|shāmpū kharīdam.|I bought shampoo.|Abstract Concepts|
1195|سوزن|sōzan|noun|neutral|needle|سوزن و تار بیاور.|sōzan wa tār biyāwar.|Bring a needle and thread.|Abstract Concepts|
1196|برفباری|barfbārī|noun|neutral|snowfall|برفباری شروع شد.|barfbārī shurū shud.|The snowfall started.|Abstract Concepts|
1197|یخبندان|yakhbandān|noun|neutral|frost/freezing|هوا یخبندان است.|hawā yakhbandān ast.|The weather is freezing.|Abstract Concepts|
1198|شارژر|shārjar|noun|neutral|charger|شارژر تلیفون کجاست؟|shārjar-i tēlifōn kujāst?|Where is the phone charger?|Abstract Concepts|
1199|پریز|parēz|noun|neutral|socket|پریز برق خراب است.|parēz-i barq kharāb ast.|The electrical socket is broken.|Abstract Concepts|
1200|بطری|batrī|noun|neutral|battery|بطری خلاص شد.|batrī khalās shud.|The battery is dead.|Abstract Concepts|
