# Darya core lexicon - B1 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
1341|ارزیابی|arzyābī|noun|neutral|evaluation|ارزیابی عملکرد کارمندان ماه آینده است.|arzyābī-yi 'amalkard-i kārmandān māh-i āyanda ast.|The evaluation of employees' performance is next month.|Abstract Concepts|
1342|بررسی|barrasī|noun|neutral|review/investigation|پرونده مالیاتی در حال بررسی است.|parwanda-yi mālīyātī dar hāl-i barrasī ast.|The tax file is under review.|Abstract Concepts|
1343|تفتیش|taftīsh|noun|neutral|audit/inspection|اداره تفتیش اسناد مالی را بررسی می‌کند.|idāra-yi taftīsh asnād-i mālī rā barrasī mēkunad.|The audit office examines the financial documents.|Abstract Concepts|
1344|بازرسی|bāzrasī|noun|neutral|inspection|بازرسی از کارخانه فردا انجام می‌شود.|bāzrasī az kārkhāna fardā anjām mēshawad.|The factory inspection will take place tomorrow.|Abstract Concepts|
1345|ناظر|nāzir|noun|neutral|supervisor/observer|ناظر پروژه گزارش خود را تسلیم کرد.|nāzir-i purōzha guzārish-i khud rā taslīm kard.|The project supervisor submitted his report.|Abstract Concepts|
1346|نظارت|nizārat|noun|neutral|supervision|نظارت بر کارمندان وظیفه مدیر است.|nizārat bar kārmandān wazīfa-yi mudīr ast.|Supervising the employees is the manager's duty.|Abstract Concepts|
1347|رهبری|rahbarī|noun|neutral|leadership|رهبری قوی برای موفقیت سازمان ضروری است.|rahbarī-yi qawī barāyi muwaffaqīyat-i sāzmān zarūrī ast.|Strong leadership is essential for the organization's success.|Abstract Concepts|
1348|کارفرما|kārfarmā|noun|neutral|employer|کارفرما باید حقوق کارگران را به موقع بپردازد.|kārfarmā bāyad huqūq-i kārgarān rā ba mawqi' bipardāzad.|The employer must pay the workers' salaries on time.|Abstract Concepts|
1349|قانون اساسی|qānūn-e asāsī|noun|formal|constitution|قانون اساسی کشور تغییر کرد.|qānūn-e asāsī-e keshwar taghyīr kard.|The constitution of the country changed.|Abstract Concepts|
1350|مجلس نمایندگان|majles-e namāyandagān|noun|formal|house of representatives|مجلس نمایندگان بودجه را تصویب کرد.|majles-e namāyandagān būdja rā taswīb kard.|The house of representatives approved the budget.|Home & Furniture|
1351|انتخابات|entekhābāt|noun|formal|elections|انتخابات ریاست جمهوری برگزار می‌شود.|entekhābāt-e riyāsat-e jamhūrī barguzār mēshawad.|The presidential elections will be held.|Abstract Concepts|
1352|رای‌دهی|rāy-dehī|noun|formal|voting|مراکز رای‌دهی باز شدند.|marākez-e rāy-dehī bāz shodand.|The voting centers opened.|Abstract Concepts|
1353|محکمه|mahkama|noun|formal|court|جلسه محکمه فردا است.|jalasa-e mahkama fardā ast.|The court session is tomorrow.|Law & Justice|
1354|څارنوال|tsāranwāl|noun|formal|prosecutor|څارنوال دوسیه را بررسی کرد.|tsāranwāl dosiya rā barrasi kard.|The prosecutor examined the case.|Abstract Concepts|
1355|دوسیه|dosiya|noun|formal|case file|دوسیه او به محکمه فرستاده شد.|dosiya-e ō ba mahkama ferestāda shod.|His case file was sent to the court.|Science & Technology|
1356|جرم|jorm|noun|neutral|crime|او مرتکب جرم شده است.|ō mortakeb-e jorm shoda ast.|He has committed a crime.|Law & Justice|
1357|مجرم|mojrem|noun|neutral|criminal|پولیس مجرم را دستگیر کرد.|polīs mojrem rā dastgīr kard.|The police arrested the criminal.|Abstract Concepts|
1358|رشوت|reshwat|noun|neutral|bribe|گرفتن رشوت غیرقانونی است.|gereftan-e reshwat ghayr-e-qānūnī ast.|Taking a bribe is illegal.|Abstract Concepts|
1359|فساد|fasād|noun|formal|corruption|مبارزه با فساد ضروری است.|mobāraza bā fasād zarūrī ast.|Fighting corruption is necessary.|Abstract Concepts|
1360|استخبارات|estekhbārāt|noun|formal|intelligence|ریاست استخبارات معلومات را جمع‌آوری کرد.|riyāsat-e estekhbārāt ma'lūmāt rā jam'āwarī kard.|The intelligence directorate collected the information.|Abstract Concepts|
1361|امنیت ملی|amniyat-e mellī|noun|formal|national security|امنیت ملی در خطر است.|amniyat-e mellī dar khatar ast.|National security is in danger.|Abstract Concepts|
1362|وزارت|wezārat|noun|formal|ministry|وزارت معارف برنامه جدیدی را اعلام کرد.|wezārat-e ma'āref barnāma-e jadīdī rā e'lām kard.|The ministry of education announced a new program.|Abstract Concepts|
1363|وزیر|wazīr|noun|formal|minister|وزیر به سفر رفت.|wazīr ba safar raft.|The minister went on a trip.|Society & Politics|
1364|رئیس جمهور|ra'īs-e jamhūr|noun|formal|president|رئیس جمهور صحبت کرد.|ra'īs-e jamhūr sohbat kard.|The president spoke.|Society & Politics|
1365|پارلمان|pārlamān|noun|formal|parliament|اعضای پارلمان بحث کردند.|a'zā-e pārlamān bahs kardand.|The members of parliament discussed.|Abstract Concepts|
1366|سیاستمدار|siyāsatmadār|noun|formal|politician|او یک سیاستمدار مشهور است.|ō yak siyāsatmadār-e mashhūr ast.|He is a famous politician.|Abstract Concepts|
1367|حزب|hezb|noun|formal|political party|حزب مخالف اعتراض کرد.|hezb-e mokhālef e'terāz kard.|The opposition party protested.|Abstract Concepts|
1368|نامزد|nāmzad|noun|neutral|candidate|چندین نامزد شرکت دارند.|chandin nāmzad sherkat dārand.|Several candidates are participating.|Abstract Concepts|
1369|کمپاین|kampāyn|noun|neutral|campaign|کمپاین انتخاباتی آغاز شد.|kampāyn-e entekhābātī āghāz shod.|The election campaign started.|Abstract Concepts|
1370|تقلب|taqallob|noun|neutral|fraud|در انتخابات تقلب صورت گرفت.|dar entekhābāt taqallob sūrat gereft.|Fraud occurred in the elections.|Abstract Concepts|
1371|قاچاق|qāchāq|noun|neutral|smuggling|قاچاق مواد مخدر یک مشکل است.|qāchāq-e mawād-e moxadder yak moshkel ast.|Drug smuggling is a problem.|Abstract Concepts|
1372|متهم|mottaham|noun|formal|accused|متهم در محکمه حاضر شد.|mottaham dar mahkama hāzer shod.|The accused appeared in court.|Abstract Concepts|
1373|برائت|barā'at|noun|formal|acquittal|او از محکمه برائت گرفت.|ō az mahkama barā'at gereft.|He received an acquittal from the court.|Abstract Concepts|
1374|حبس|habs|noun|formal|imprisonment|او به حبس محکوم شد.|ō ba habs mahkūm shod.|He was sentenced to imprisonment.|Abstract Concepts|
1375|زندان|zendān|noun|neutral|prison|زندان‌ها پر است.|zendān-hā por ast.|The prisons are full.|Law & Justice|
1376|محبس|mahbas|noun|formal|prison|او در محبس است.|ō dar mahbas ast.|He is in prison.|Law & Justice|
1377|زندانی|zendānī|noun|neutral|prisoner|حقوق زندانیان باید رعایت شود.|hoqūq-e zendāniyān bāyad re'āyat shawad.|The rights of prisoners must be respected.|Abstract Concepts|
1378|حقوق بشر|hoqūq-e bashar|noun|formal|human rights|حقوق بشر نقض شد.|hoqūq-e bashar naqz shod.|Human rights were violated.|People & Identity|
1379|جامعه مدنی|jāme'a-e madanī|noun|formal|civil society|جامعه مدنی فعال است.|jāme'a-e madanī fa'āl ast.|Civil society is active.|Society & Politics|
1380|تظاهرات|tazāhorāt|noun|formal|demonstrations|مردم دست به تظاهرات زدند.|mardom dast ba tazāhorāt zadand.|The people started demonstrations.|Abstract Concepts|
1381|اعتصاب|e'tesāb|noun|formal|strike|کارگران اعتصاب کردند.|kārgarān e'tesāb kardand.|The workers went on strike.|Abstract Concepts|
1382|وجیبه|wajība|noun|formal|duty|دفاع از کشور وجیبه ملی است.|defā' az keshwar wajība-e mellī ast.|Defending the country is a national duty.|Abstract Concepts|
1383|تبعیض|tab'īz|noun|formal|discrimination|تبعیض قابل قبول نیست.|tab'īz qābel-e qabūl nēst.|Discrimination is not acceptable.|Abstract Concepts|
1384|برابری|barābarī|noun|formal|equality|ما خواستار برابری هستیم.|mā khāstār-e barābarī hastēm.|We demand equality.|Abstract Concepts|
1385|آتش‌بس|ātash-bas|noun|formal|ceasefire|آتش‌بس اعلام شد.|ātash-bas e'lām shod.|A ceasefire was announced.|Abstract Concepts|
1386|مذاکرات|mozākerāt|noun|formal|negotiations|مذاکرات به نتیجه نرسید.|mozākerāt ba natīja narasīd.|The negotiations did not reach a result.|Abstract Concepts|
1387|توافقنامه|tawāfoqnāma|noun|formal|agreement|توافقنامه امضا شد.|tawāfoqnāma emzā shod.|The agreement was signed.|Abstract Concepts|
1388|ولسوال|woleswāl|noun|formal|district governor|ولسوال جدید تعیین شد.|woleswāl-e jadīd ta'yīn shod.|A new district governor was appointed.|Abstract Concepts|
1389|ولسوالی|woleswālī|noun|formal|district|این ولسوالی دور است.|īn woleswālī dūr ast.|This district is far.|Abstract Concepts|
1390|والی|wālī|noun|formal|governor|والی سخنرانی کرد.|wālī sokhanrānī kard.|The governor delivered a speech.|Abstract Concepts|
1391|قوماندان|qomāndān|noun|formal|commander|قوماندان تغییر کرد.|qomāndān taghyīr kard.|The commander changed.|Abstract Concepts|
1392|حوزه|hawza|noun|formal|precinct|او در حوزه ششم است.|ō dar hawza-e sheshom ast.|He is in the sixth precinct.|Abstract Concepts|
1393|مقرره|moqarrara|noun|formal|regulation|مقرره جدید نافذ شد.|moqarrara-e jadīd nāfez shod.|The new regulation came into effect.|Law & Justice|
1394|لایحه|lāyeha|noun|formal|bill|لایحه وظایف مشخص است.|lāyeha-e wazāyef moshakhas ast.|The terms of reference are clear.|Abstract Concepts|
1395|فرمان|farmān|noun|formal|decree|رئیس جمهور فرمان صادر کرد.|ra'īs-e jamhūr farmān sāder kard.|The president issued a decree.|Abstract Concepts|
1396|مصوبه|mosawwaba|noun|formal|resolution|مصوبه کابینه نشر شد.|mosawwaba-e kābīna nashr shod.|The cabinet resolution was published.|Abstract Concepts|
1397|کابینه|kābīna|noun|formal|cabinet|جلسه کابینه دایر شد.|jalasa-e kābīna dāyer shod.|The cabinet meeting was held.|Abstract Concepts|
1398|استیضاح|estīzāh|noun|formal|impeachment|وزیر استیضاح شد.|wazīr estīzāh shod.|The minister was interpellated.|Abstract Concepts|
1399|رای اعتماد|rāy-e e'temād|noun|formal|vote of confidence|او رای اعتماد نگرفت.|ō rāy-e e'temād nagereft.|He did not get the vote of confidence.|Society & Politics|
1400|اپوزیسیون|opozīsyūn|noun|formal|opposition|اپوزیسیون حکومت را نقد کرد.|opozīsyūn hokūmat rā naqd kard.|The opposition criticized the government.|Abstract Concepts|
1401|دموکراسی|demokrāsī|noun|formal|democracy|دموکراسی نوپا است.|demokrāsī nawpā ast.|Democracy is newly established.|Abstract Concepts|
1402|آزادی بیان|āzādī-e bayān|noun|formal|freedom of speech|آزادی بیان حق مردم است.|āzādī-e bayān haq-e mardom ast.|Freedom of speech is the people's right.|Abstract Concepts|
1403|سانسور|sānsūr|noun|formal|censorship|سانسور افزایش یافته است.|sānsūr afzāyesh yāfta ast.|Censorship has increased.|Abstract Concepts|
1404|پناهنده|panāhanda|noun|formal|refugee|پناهنده‌ها بازگشتند.|panāhanda-hā bāzgashtand.|The refugees returned.|Abstract Concepts|
1405|مهاجرت|mohājerat|noun|formal|migration|مهاجرت خطرناک است.|mohājerat khatarnāk ast.|Migration is dangerous.|Abstract Concepts|
1406|فقر|faqr|noun|formal|poverty|سطح فقر بالا است.|sath-e faqr bālā ast.|The poverty level is high.|Abstract Concepts|
1407|بیکاری|bēkārī|noun|formal|unemployment|بیکاری یک چالش است.|bēkārī yak chālesh ast.|Unemployment is a challenge.|Abstract Concepts|
1408|مالیات|māliyāt|noun|formal|taxes|مردم باید مالیات بپردازند.|mardom bāyad māliyāt bepardāzand.|People must pay taxes.|Abstract Concepts|
1409|قاچاقبر|qāchāqbar|noun|neutral|smuggler|قاچاقبران دستگیر شدند.|qāchāqbarān dastgīr shodand.|The smugglers were arrested.|Abstract Concepts|
1410|تروریزم|terōrīzm|noun|formal|terrorism|مبارزه با تروریزم ادامه دارد.|mobāraza bā terōrīzm edāma dārad.|The fight against terrorism continues.|Abstract Concepts|
1411|انفجار|enfejār|noun|formal|explosion|یک انفجار رخ داد.|yak enfejār rokh dād.|An explosion occurred.|Abstract Concepts|
1412|حمله انتحاری|hamla-e entehārī|noun|formal|suicide attack|حمله انتحاری تلفات داشت.|hamla-e entehārī talafāt dāsht.|The suicide attack had casualties.|War & Conflict|
1413|تذکره|tazkera|noun|formal|identity card|من تذکره الکترونیکی گرفتم.|man tazkera-e elektronīkī gereftam.|I got an electronic identity card.|People & Identity|
1414|نفوس|nofūs|noun|formal|population|احصائیه نفوس دقیق نیست.|ehsā'īya-e nofūs daqīq nēst.|The population census is not accurate.|Abstract Concepts|
1415|شورای ولایتی|shōrā-e welāyatī|noun|formal|provincial council|اعضای شورای ولایتی انتخاب شدند.|a'zā-e shōrā-e welāyatī entekhāb shodand.|The members of the provincial council were elected.|Abstract Concepts|
